Carrosserie;Code_vehicule;Alimentation;Boite_vitesse;Date_debut_comerc;Date_fin_comerc;Groupe_vehicule;Classe_vehicule;Puissance_vehicule
FOURGONNETTE;CI54211;ES;M;1102015;2072018.0;30;J;8.0
MONOSPACE;LA19049;GO;M;1072008;1102010.0;30;K;5.0
4x4-AUTRES;LR07057;ES;A;26092002;1042003.0;33;N;13.0
CAMIONNETTE;BE01021;ES;M;1984;1988.0;32;I;11.0
4x4-SUV;SA04010;ES;M;1993;1994.0;27;J;9.0
CABRIOLET;BM01008;ES;M;1997;1998.0;40;U;18.0
FOURGONNETTE;RE43038;ES;M;1989;1993.0;30;I;11.0
BERLINE;VW12365;GO;M;18082003;1012004.0;29;H;4.0
4x4-SUV;LR07104;GO;M;22092003;12092005.0;30;N;8.0
MONOSPACE;DC04082;ES;M;4042017;5092017.0;31;G;6.0
4x4-SUV;RE06006;GO;M;1988;1989.0;32;N;8.0
FOURGONNETTE;PE18071;ES;M;1995;1995.0;27;D;5.0
MONOSPACE;CI44073;GO;M;2052008;1102010.0;34;P;10.0
FOURGONNETTE;FO15189;ES;M;1971;1976.0;31;F;10.0
FOURGONNETTE;CI30179;GO;M;1997;1998.0;28;H;8.0
MONOSPACE;SE13061;GO;M;1052008;1022009.0;32;K;6.0
BERLINE;CI48022;ES;M;3112008;1102010.0;27;F;4.0
BERLINE;VW12126;ES;M;1995;1995.0;27;E;6.0
BERLINE;SE17045;ES;M;23042014;12052015.0;30;H;5.0
FOURGONNETTE;RE56096;GO;M;2102008;8022011.0;28;H;6.0
4x4-SUV;LR02027;GO;M;1994;1995.0;31;N;10.0
BREAK;VW11030;GO;M;1982;9999.0;28;D;5.0
4x4-AUTRES;LR03075;ES;A;1022002;1072002.0;37;HC;23.0
FOURGONNETTE;RE43121;GO;M;1998;1998.0;29;J;8.0
BERLINE;CI47113;GO;M;23122006;17122007.0;31;L;6.0
FOURGONNETTE;FO15230;GO;M;1995;1998.0;32;N;10.0
BREAK;TO18001;ES;M;1990;1993.0;32;O;17.0
MONOSPACE;VW50129;ES;M;1012018;;33;M;7.0
BERLINE;RE71346;GO;M;7042010;2112010.0;30;J;5.0
MONOSPACE;CI64027;GO;M;1072013;4052015.0;32;L;6.0
BERLINE;BM34020;ES;A;1997;1997.0;37;S;16.0
FOURGONNETTE;GM01019;GO;M;1991;1991.0;28;I;9.0
BERLINE;BM59550;GO;M;18032008;16092008.0;34;O;7.0
MONOSPACE;CI70071;GO;A;3042018;;34;O;9.0
COUPE;BM68174;GO;A;1072015;1032016.0;40;V;20.0
BERLINE;RO30015;GO;M;2000;1092001.0;31;K;6.0
CABRIOLET;AU31079;ES;S;29012009;5082011.0;38;S;17.0
FOURGONNETTE;PE26134;GO;M;2000;5062000.0;33;M;8.0
BERLINE;CI58058;ES;M;1102013;1102014.0;31;L;6.0
BERLINE;OP09263;ES;M;1987;1988.0;30;E;7.0
BERLINE;OP06446;ES;M;1102003;1042004.0;29;F;5.0
MONOSPACE;SE10154;GO;M;4102013;3072015.0;33;O;8.0
BERLINE;KA10109;ES;M;15092017;11062018.0;29;H;4.0
FOURGONNETTE;RE78021;GO;M;28092010;1122011.0;29;I;5.0
BERLINE;VW11205;ES;M;1993;1994.0;32;K;10.0
PICK-UP;NA36023;GO;M;1042010;1112014.0;34;N;8.0
BERLINE;RE51147;ES;M;1999;1999.0;33;K;8.0
4x4-SUV;DW07001;GO;M;2000;2002.0;30;J;8.0
FOURGONNETTE;RE43105;ES;M;1995;1997.0;30;L;12.0
CABRIOLET;BM73340;ES;A;1072016;1062017.0;36;O;10.0
BERLINE;CI53088;GO;M;3062013;1062015.0;34;N;9.0
BERLINE;PE30043;ES;M;2000;2000.0;29;G;5.0
BERLINE;RE07561;ES;M;15102003;15102003.0;28;F;4.0
FOURGONNETTE;FO15264;GO;M;2000;9122002.0;31;L;8.0
BERLINE;AU19167;GO;M;1062005;7122009.0;31;L;6.0
FOURGONNETTE;FO15204;GO;M;1995;13071998.0;29;K;10.0
BERLINE;OP06344;ES;M;2000;1082000.0;28;E;5.0
4x4-SUV;TO12121;GO;A;17032005;7082006.0;32;Q;11.0
FOURGONNETTE;ME04003;GO;M;1975;1975.0;29;H;9.0
CABRIOLET;PE39250;GO;A;4042011;2012012.0;33;O;10.0
4x4-SUV;TO12011;GO;M;1980;9999.0;29;E;12.0
BERLINE;OP16435;ES;A;8032004;8032004.0;34;M;10.0
LUDOSPACE;PE29074;ES;M;2122002;1042004.0;28;G;
BERLINE;ME39569;GO;A;1092006;6012009.0;34;Q;8.0
BERLINE;FO10067;ES;M;1993;1993.0;33;J;10.0
FOURGONNETTE;PE29148;GO;M;3102005;5052008.0;29;H;6.0
BERLINE;SK07394;ES;A;1052015;5102015.0;31;J;6.0
CABRIOLET;SB01032;ES;M;1988;1988.0;34;R;9.0
4x4-SUV;SA05002;GO;M;2012008;2012010.0;29;K;6.0
BERLINE;LR09086;GO;M;2032015;;34;Q;10.0
4x4-SUV;SZ02044;GO;M;1999;1999.0;28;I;6.0
BERLINE;RE66764;GO;M;8012008;5012009.0;31;K;6.0
BREAK;AU16006;ES;M;1995;1998.0;38;T;13.0
4x4-SUV;MI05034;GO;M;1992;1996.0;29;M;10.0
LUDOSPACE;FI46023;GO;M;1072013;1072014.0;30;I;5.0
PICK-UP;TO11036;GO;M;4082010;21022017.0;33;M;8.0
BERLINE;VO32209;ES;M;4052010;24092010.0;36;O;12.0
BERLINE;BM69219;GO;M;1112012;1032015.0;35;P;10.0
BERLINE;VO32261;GO;A;10042012;2112012.0;33;O;8.0
FOURGONNETTE;FI07015;ES;M;1981;9999.0;27;A;6.0
4x4-SUV;LR03012;ES;M;1989;1989.0;33;N;20.0
FOURGONNETTE;FI39019;GO;M;29072002;1042003.0;27;G;8.0
CABRIOLET;BM58307;GO;M;30092008;1112013.0;36;Q;11.0
BREAK;CI07110;GO;M;1988;1989.0;30;I;6.0
BERLINE;LA14010;ES;M;1999;1999.0;28;D;5.0
BERLINE;FO21312;GO;M;23092002;31052007.0;32;L;7.0
MONOSPACE;RE81019;GO;M;11062009;28092010.0;32;M;7.0
4x4-SUV;JP01037;GO;M;15092008;15102009.0;33;N;12.0
FOURGONNETTE;CI33003;ES;M;1969;1977.0;29;E;9.0
CAMIONNETTE;BE01022;ES;M;1984;1988.0;32;I;11.0
BERLINE;AR31040;ES;M;15022012;1012014.0;31;I;6.0
BERLINE;ME64290;GO;A;22052018;;35;O;9.0
BREAK;CI30080;GO;M;1996;1996.0;31;J;6.0
BERLINE;AU39007;GO;M;6092010;24112014.0;31;J;5.0
FOURGONNETTE;FI39255;GO;M;1012015;1102017.0;29;J;4.0
FOURGONNETTE;RE12069;ES;M;1995;1995.0;28;G;8.0
FOURGONNETTE;FO15099;GO;M;1991;1991.0;32;K;10.0
BERLINE;AU13012;ES;M;1990;1991.0;33;O;13.0
MONOSPACE;VW34185;GO;M;26042007;7102010.0;33;M;8.0
FOURGONNETTE;CI36049;GO;M;1996;20031997.0;31;O;8.0
MONOSPACE;RE58033;ES;M;2000;2000.0;31;K;7.0
4x4-SUV;LR02089;GO;A;1102004;1072009.0;34;S;14.0
BERLINE;CI40234;GO;A;20042001;2052002.0;32;K;6.0
4x4-AUTRES;LR02049;GO;M;1999;1042001.0;31;P;10.0
BERLINE;RE66343;GO;M;15112004;1042005.0;30;K;5.0
FOURGONNETTE;RE56028;GO;M;1062001;2062003.0;29;G;7.0
FOURGONNETTE;CI36085;GO;M;2000;2012001.0;31;O;8.0
BERLINE;BM34012;ES;M;1980;1981.0;34;O;18.0
FOURGONNETTE;FO08257;GO;M;1993;1996.0;27;F;7.0
BERLINE;PE39290;ES;M;30052011;2072012.0;32;L;7.0
BERLINE;VW39031;GO;M;2122007;27052009.0;32;K;6.0
PICK-UP;FO30004;GO;M;15122005;1062006.0;31;N;10.0
FOURGONNETTE;RE43005;GO;M;1981;1987.0;29;G;8.0
FOURGONNETTE;CI08074;GO;M;1984;1985.0;29;J;10.0
MONOSPACE;FO34074;GO;S;1042008;23082010.0;32;M;8.0
4x4-SUV;LR07157;GO;M;1032014;1062015.0;32;P;9.0
BREAK;MT04006;ES;M;1982;9999.0;28;E;8.0
FOURGONNETTE;FI39022;GO;M;29072002;1042003.0;30;H;8.0
BERLINE;VW49642;GO;S;1012017;;34;O;8.0
BERLINE;VW28155;ES;A;2052001;1012003.0;31;L;7.0
FOURGONNETTE;FI03073;GO;M;1022016;;29;H;5.0
BERLINE;FO07258;ES;A;1991;1991.0;30;H;5.0
BERLINE;KA10058;GO;M;1012012;2032015.0;28;G;4.0
FOURGONNETTE;PE26047;GO;M;1994;1996.0;32;M;8.0
FOURGONNETTE;RE30050;ES;M;1989;1992.0;27;E;7.0
PICK-UP;TO11028;GO;M;1032007;26052010.0;31;K;8.0
FOURGONNETTE;CI27025;ES;M;1982;9999.0;26;A;6.0
BERLINE;SE02873;GO;M;27092012;23042014.0;29;I;4.0
FOURGONNETTE;RE07324;GO;M;1999;2000.0;28;F;7.0
BERLINE;AU20007;ES;A;1999;1082000.0;41;HC;27.0
FOURGONNETTE;FI39001;GO;M;1022001;1102001.0;27;H;8.0
4x4-SUV;LR10006;GO;A;3092014;15042015.0;32;P;9.0
BERLINE;BM66724;ES;A;9022017;1032017.0;38;R;15.0
BERLINE;AU15338;GO;M;2000;2004.0;36;R;12.0
FOURGONNETTE;OP07003;ES;M;1985;9999.0;26;A;6.0
AUTRE;RE43809;GO;M;4012011;1122011.0;32;N;7.0
BERLINE;FI45029;GO;M;1102008;1042010.0;34;L;9.0
MONOSPACE;VW25128;GO;M;1122004;1122004.0;32;M;7.0
4x4-SUV;JP02017;GO;M;1997;1997.0;31;N;10.0
CAMIONNETTE;RE74100;GO;M;5012010;28092010.0;32;M;5.0
BERLINE;BM69529;GO;M;1032015;1072015.0;31;L;5.0
FOURGONNETTE;PE26104;GO;M;1998;11092000.0;30;K;8.0
FOURGONNETTE;LL01005;GO;M;2000;20062000.0;31;L;8.0
BERLINE;ME39696;GO;A;15072010;15012013.0;38;S;14.0
FOURGONNETTE;CI11006;GO;M;1988;1990.0;31;K;10.0
FOURGONNETTE;RE18016;GO;M;1995;1996.0;31;M;8.0
BERLINE;TO05039;ES;M;1993;1994.0;32;I;8.0
CAMIONNETTE;PE43033;GO;M;3052010;4102010.0;32;M;5.0
FOURGONNETTE;OP29069;GO;A;1022012;1072016.0;30;K;5.0
BERLINE;TO32012;GO;M;16122005;25112009.0;30;G;5.0
BERLINE;SB02125;ES;M;1997;1997.0;35;P;8.0
BERLINE;PE24210;GO;M;1998;1999.0;30;J;6.0
BERLINE;ME63025;ES;A;12042013;31072014.0;39;S;20.0
PICK-UP;MI09042;GO;M;8032013;5032015.0;33;L;8.0
MONOSPACE;PE33052;GO;M;4042005;27022006.0;31;O;7.0
FOURGONNETTE;FO08132;GO;M;1985;1987.0;26;D;6.0
BERLINE;BM70348;GO;A;1072013;1072015.0;39;S;20.0
CABRIOLET;BC02004;ES;A;2032009;30062011.0;46;HC;51.0
4x4-AUTRES;LR02033;GO;M;1996;1996.0;31;M;10.0
BREAK;VO22042;ES;M;1996;1996.0;35;O;11.0
FOURGONNETTE;RE78286;EL;V;4072017;;27;M;7.0
FOURGONNETTE;VW01287;GO;S;1072015;7102015.0;33;M;7.0
FOURGONNETTE;DH05005;GO;M;1998;1998.0;26;D;5.0
CABRIOLET;PE37213;GO;M;4012010;4052015.0;31;L;6.0
4x4-SUV;NA06040;GO;M;1999;2001.0;29;L;10.0
CABRIOLET;AU18827;ES;V;2012006;23042009.0;34;Q;10.0
COUPE;RE80050;GO;M;5012009;28092010.0;29;K;5.0
MONOSPACE;CI70042;ES;M;3042018;2072018.0;33;L;
BERLINE;BM64104;ES;A;1072014;1072015.0;40;HC;21.0
FOURGONNETTE;VW01026;GO;M;1042004;28072010.0;31;J;8.0
BERLINE;CI04159;GO;M;1995;1996.0;27;F;4.0
MONOSPACE;FO25166;GO;A;2072018;;35;Q;11.0
LUDOSPACE;RE77101;GO;M;3062013;3062014.0;31;L;6.0
BERLINE;PE07019;ES;M;1983;1987.0;26;E;4.0
FOURGONNETTE;RE78200;GO;M;3062014;1062016.0;31;L;5.0
BERLINE;ME61083;GO;A;3012012;8042014.0;33;O;7.0
BERLINE;CI40214;ES;A;8092000;2052002.0;32;J;7.0
BERLINE;AU47003;ES;S;12112015;;33;O;8.0
CABRIOLET;PO09028;ES;S;15052015;28062016.0;39;S;17.0
BERLINE;FI04139;ES;M;1032006;1042009.0;27;F;4.0
CAMIONNETTE;RE74103;GO;M;5012010;28092010.0;34;N;7.0
BERLINE;DC01069;ES;M;6072009;5012010.0;30;E;6.0
FOURGONNETTE;FO07226;ES;M;1986;1987.0;27;E;7.0
MONOSPACE;PE33013;ES;A;2122002;30052005.0;32;O;9.0
BERLINE;RO30006;ES;M;2000;1092001.0;32;I;7.0
BERLINE;AR28012;GO;M;23092005;1062010.0;34;O;9.0
FOURGONNETTE;RE53125;GO;M;1998;1998.0;29;I;7.0
CABRIOLET;OP17497;ES;M;1012007;1072009.0;35;M;11.0
FOURGONNETTE;FI03065;GO;M;21112011;1102017.0;29;H;5.0
FOURGONNETTE;FI28059;GO;M;2000;1102001.0;31;L;9.0
4x4-AUTRES;LR02030;GO;M;1994;1011994.0;31;M;8.0
BERLINE;AU37298;ES;S;17092015;4102016.0;37;P;13.0
BERLINE;MN01232;GO;M;1092012;1072014.0;31;K;5.0
BERLINE;BM70014;GO;M;9022012;1032015.0;35;P;8.0
BERLINE;OP17082;GO;M;1995;1995.0;29;I;5.0
BERLINE;OP34141;GO;A;7112011;1122011.0;33;N;7.0
4x4-SUV;TO12039;GO;M;1994;1995.0;31;M;12.0
4x4-AUTRES;LR07117;ES;A;18072006;15072012.0;35;R;16.0
CAMIONNETTE;RE75067;GO;M;5012010;28092010.0;34;N;7.0
BREAK;BM25069;ES;A;1994;1996.0;35;S;14.0
BERLINE;RE32044;ES;A;1989;1992.0;32;J;11.0
MONOSPACE;FI49075;GO;M;1062015;1092017.0;31;K;6.0
BERLINE;OP34030;GO;M;15012009;1072010.0;34;M;9.0
MONOSPACE;PE42094;GO;M;4032013;4112013.0;31;N;6.0
FOURGONNETTE;OP23016;GO;M;1999;2000.0;33;N;9.0
BREAK;FO09096;ES;M;1982;1984.0;32;A;14.0
MONOSPACE;KA11021;ES;S;1092006;1112007.0;32;L;9.0
BERLINE;BM18123;ES;M;1092001;2092002.0;36;P;11.0
FOURGONNETTE;FO15263;GO;M;2000;9122002.0;31;L;8.0
BERLINE;VW35006;ES;M;17112003;2062005.0;29;J;5.0
MONOSPACE;CI70077;GO;M;1062018;;32;M;
MONOSPACE;BM73401;GO;A;1032017;1022018.0;32;P;6.0
FOURGONNETTE;AN09002;GO;M;1976;9999.0;28;A;7.0
BERLINE;BM16064;ES;M;1997;1997.0;31;L;7.0
FOURGONNETTE;CI54167;GO;M;1072014;1092016.0;29;K;5.0
4x4-AUTRES;LR04004;GO;M;1984;1987.0;29;I;8.0
CAMIONNETTE;RE82061;GO;M;5012010;4012011.0;30;K;5.0
CABRIOLET;AU19448;GO;M;7122009;1012014.0;33;O;7.0
MONOSPACE;SE13067;ES;M;1022009;10112012.0;32;J;7.0
MONOSPACE;CH04008;ES;A;1991;1991.0;32;O;13.0
BREAK;BM18055;ES;A;1996;1996.0;34;O;11.0
FOURGONNETTE;ME37051;GO;M;2000;2004.0;32;L;7.0
BERLINE;MZ15139;ES;M;1995;1995.0;30;J;7.0
BERLINE;ME74014;ES;M;22062018;;32;N;6.0
CAMIONNETTE;RE81152;GO;M;5012010;28092010.0;32;M;6.0
MONOSPACE;SE14099;ES;M;1012011;1012014.0;31;J;6.0
CABRIOLET;VO31109;GO;M;3122007;14042010.0;33;Q;8.0
BERLINE;RE71171;GO;S;1102006;17122007.0;30;I;5.0
CABRIOLET;RE66642;ES;A;19122005;10072006.0;31;M;7.0
BERLINE;NA05221;GO;M;1092005;1092005.0;28;H;4.0
MONOSPACE;OP24025;GO;M;11032002;11032002.0;31;K;7.0
BERLINE;BM66132;ES;A;1092010;1112012.0;41;V;31.0
FOURGONNETTE;CI39163;GN;M;21052007;2052008.0;27;I;8.0
BERLINE;ME39233;ES;A;1999;1999.0;34;P;9.0
FOURGONNETTE;RE78124;GO;M;29012013;3062014.0;30;L;5.0
FOURGONNETTE;RE56091;GO;M;4092006;2102008.0;28;J;6.0
FOURGONNETTE;CI36093;GO;M;2000;1062000.0;33;L;8.0
4x4-AUTRES;JP03061;E8;A;1042015;1042016.0;36;R;19.0
BERLINE;RE71354;GO;M;28092010;23102012.0;30;I;5.0
CABRIOLET;VW22115;GO;M;1996;1997.0;30;M;5.0
CABRIOLET;ME41019;ES;M;1032001;1032001.0;36;V;14.0
CABRIOLET;ME41002;ES;A;1994;1998.0;36;HC;16.0
BERLINE;HD21192;GO;M;1092018;;32;L;7.0
4x4-SUV;AO01019;GO;M;1998;1998.0;27;H;7.0
FOURGONNETTE;RE56008;GO;M;1998;2000.0;26;G;
BERLINE;FO07087;ES;M;1982;1986.0;29;G;6.0
MONOSPACE;ME55039;ES;M;4042008;3062009.0;31;M;7.0
LUDOSPACE;RE55143;GO;M;1092004;18072005.0;27;I;5.0
MONOSPACE;BM73640;GO;M;1022018;;34;N;8.0
MONOSPACE;SE13013;GO;M;1032005;7112005.0;32;K;6.0
FOURGONNETTE;OP09077;GO;M;1983;9999.0;28;B;6.0
BERLINE;VW12270;ES;A;2000;2102000.0;29;H;6.0
FOURGONNETTE;FI26071;ES;M;1997;1997.0;28;D;7.0
BERLINE;RE80229;ES;M;21022012;9042013.0;31;K;6.0
FOURGONNETTE;OP09012;ES;M;1982;1985.0;27;A;7.0
4x4-SUV;MI05150;GO;A;11062015;;33;Q;13.0
BERLINE;OP06645;GO;M;1012010;6012011.0;29;I;4.0
MONOSPACE;PE43178;GO;A;2112015;1022016.0;32;M;6.0
BERLINE;DC01076;GP;M;5012010;1092010.0;28;E;5.0
FOURGONNETTE;OP29025;GO;M;19072004;1072011.0;31;I;7.0
4x4-SUV;JP02027;ES;A;22032002;2012003.0;34;P;16.0
BERLINE;HD14002;ES;M;1102000;17052001.0;31;I;7.0
BERLINE;MN01508;ES;M;1032016;1072017.0;33;K;7.0
BERLINE;AU39138;ES;S;24112014;28042016.0;33;L;7.0
4x4-SUV;JP01113;GO;A;19012018;;32;Q;14.0
BERLINE;RO02023;ES;M;1994;1995.0;27;B;4.0
4x4-SUV;JP02055;GO;M;30092010;1012012.0;34;P;13.0
BERLINE;MN01521;GO;M;1072016;1022018.0;35;N;9.0
FOURGONNETTE;PE27021;GO;M;1999;1062001.0;28;I;7.0
BERLINE;SK11055;ES;S;1052015;7062018.0;28;F;4.0
MONOSPACE;RE64063;ES;A;19122005;7042010.0;37;R;17.0
BERLINE;BM23072;ES;M;1072003;1092004.0;36;Q;11.0
4x4-SUV;ME42072;ES;A;10062011;27042012.0;38;HC;31.0
BREAK;FO13131;ES;M;1983;1983.0;32;I;10.0
PICK-UP;LR01049;GO;M;1102002;1092003.0;30;N;8.0
BERLINE;DC02051;ES;M;23102012;29012013.0;28;B;
BERLINE;DA14001;ES;M;1968;1972.0;30;D;9.0
MONOSPACE;TO38002;ES;M;8032011;1012016.0;29;I;5.0
BREAK;OP13091;GO;M;1990;1991.0;31;L;7.0
BERLINE;OP16434;ES;M;8032004;1022005.0;35;N;11.0
4x4-SUV;SA02008;ES;M;1986;1989.0;25;F;6.0
FOURGONNETTE;RE56071;GO;M;1092004;18072005.0;28;I;6.0
FOURGONNETTE;FO15314;GO;M;2000;2042002.0;34;N;8.0
BERLINE;SK06526;GO;M;1012015;1012017.0;34;M;8.0
MONOSPACE;FI41021;ES;M;2012006;1062007.0;29;G;5.0
BERLINE;OP16106;ES;M;1996;1998.0;31;J;7.0
BREAK;MZ14001;ES;M;1969;1973.0;30;G;10.0
4x4-SUV;LR07018;ES;M;1999;1999.0;30;L;9.0
COUPE;BM48019;ES;A;1999;1999.0;36;P;13.0
BERLINE;VW49554;GO;S;29092016;17012017.0;34;O;8.0
BERLINE;AU28399;GO;M;24042014;19052016.0;32;L;5.0
COUPE;BM59222;ES;A;1092006;1092007.0;38;R;19.0
BERLINE;VO21008;ES;A;1991;1993.0;36;R;16.0
BERLINE;AU37106;GO;V;5082011;24042014.0;35;Q;9.0
BREAK;AU06100;GO;A;1985;1985.0;30;O;6.0
BERLINE;TO32097;ES;M;9012009;5012011.0;30;H;5.0
MONOSPACE;RE64044;GO;M;17012005;1042005.0;32;O;7.0
BERLINE;VO33356;GO;A;19032015;1042017.0;34;N;7.0
FOURGONNETTE;OP23030;GO;M;1999;2000.0;33;M;9.0
BERLINE;VW12393;ES;M;1112003;1112003.0;28;F;4.0
MONOSPACE;FI49047;GP;M;17032014;1102014.0;31;I;7.0
BERLINE;AU37335;GO;M;2012017;28062018.0;34;P;10.0
BERLINE;VW12143;GO;M;1996;1996.0;28;E;6.0
BREAK;OP17105;ES;M;1996;1996.0;29;H;7.0
BERLINE;OP16388;GO;M;5052003;5052003.0;33;M;7.0
FOURGONNETTE;RE78012;GO;M;2062008;28092010.0;29;H;6.0
CABRIOLET;ME66557;GO;A;6102016;1062018.0;36;R;9.0
BERLINE;SK06201;GO;M;1112007;1112008.0;33;M;7.0
FOURGONNETTE;FO15087;GO;M;1978;1986.0;30;I;9.0
BERLINE;ME49125;ES;M;18012005;3062009.0;31;L;7.0
4x4-SUV;SA03003;ES;M;1987;1988.0;29;H;8.0
MONOSPACE;OP24108;GO;M;7082008;1072009.0;30;L;6.0
MONOSPACE;RE67028;ES;M;15062003;31032006.0;32;L;8.0
BERLINE;RE07612;GO;M;15122003;1042005.0;29;I;4.0
MONOSPACE;NA19007;GO;M;1995;1995.0;28;J;11.0
4x4-SUV;JP03012;GO;A;1999;10072001.0;32;Q;11.0
BERLINE;FO08040;ES;M;1984;1986.0;26;B;4.0
4x4-SUV;LR07024;ES;M;1999;1042000.0;30;L;9.0
BERLINE;VW30120;ES;A;1082002;1122004.0;31;J;7.0
BERLINE;PE30187;ES;M;2052003;30052005.0;29;G;5.0
BERLINE;FO21150;ES;A;1997;1998.0;35;M;13.0
4x4-AUTRES;LR02143;GO;A;5012017;1062017.0;37;S;16.0
BERLINE;AU19938;GO;M;1012017;27042017.0;36;M;10.0
BERLINE;MZ24003;ES;M;1994;1995.0;35;Q;14.0
BERLINE;OP09382;ES;M;1981;1984.0;27;C;6.0
BERLINE;FO08686;GO;M;4072011;5112012.0;28;I;4.0
BREAK;AU06073;ES;A;1985;1985.0;32;M;10.0
FOURGONNETTE;FO15020;ES;M;1991;1991.0;29;I;11.0
BERLINE;CI59114;GO;S;1012015;1042015.0;31;L;5.0
BERLINE;FI26243;GO;M;7062003;1072004.0;30;H;5.0
FOURGONNETTE;FI28063;GO;M;2000;1102001.0;31;M;9.0
BERLINE;AN04005;ES;M;1985;1986.0;26;B;4.0
FOURGONNETTE;FO15138;ES;M;1986;1989.0;29;G;11.0
MONOSPACE;VW25113;GO;M;1062003;1012004.0;33;O;8.0
MONOSPACE;PE33091;GO;M;3032008;3112008.0;34;P;10.0
BERLINE;VO21005;ES;M;1991;1991.0;34;P;10.0
FOURGONNETTE;RE78111;GO;M;29012013;3062014.0;29;K;5.0
MONOSPACE;RE58107;ES;A;1052002;3022003.0;30;K;7.0
FOURGONNETTE;RE12015;GO;M;1986;1994.0;26;F;6.0
MONOSPACE;ME53077;GO;M;1092008;1092010.0;32;O;8.0
BERLINE;HD22035;ES;M;1012014;2012016.0;27;E;4.0
BERLINE;FO07494;ES;M;1998;1998.0;29;H;7.0
BERLINE;DH01009;ES;M;1998;1998.0;29;E;6.0
FOURGONNETTE;FO15251;GO;M;1998;1042000.0;31;L;
CABRIOLET;ME66337;ES;M;27062016;29062018.0;35;Q;9.0
CABRIOLET;PE37259;ES;M;6042010;5072010.0;32;J;7.0
BERLINE;MZ31021;GO;M;1062007;1072008.0;33;L;8.0
BERLINE;HO03072;ES;M;1996;1998.0;34;K;9.0
CABRIOLET;ME41017;ES;A;1999;1999.0;40;HC;25.0
FOURGONNETTE;CI06002;ES;M;1963;1977.0;22;A;2.0
BERLINE;BM17058;GO;M;1995;1996.0;31;M;4.0
MONOSPACE;RE65046;ES;A;1042005;5012009.0;34;R;12.0
PICK-UP;NA36011;GO;M;2072007;1112010.0;33;M;8.0
BERLINE;RE07717;ES;M;1092004;15112004.0;29;G;5.0
4x4-SUV;TO12151;GO;A;1082008;9012009.0;33;R;12.0
FOURGONNETTE;FI39303;GO;M;14062016;;28;J;4.0
FOURGONNETTE;ME29001;GO;M;1986;9999.0;31;M;8.0
BERLINE;OP17393;GO;M;1092004;1022005.0;31;K;7.0
BERLINE;VW05016;GO;M;1982;1984.0;26;D;5.0
FOURGONNETTE;FI03057;GN;M;1042011;1102017.0;28;I;5.0
FOURGONNETTE;PE41044;GO;M;28022011;5092011.0;30;K;5.0
AUTRE;SZ01054;ES;M;15012007;5042010.0;30;G;8.0
FOURGONNETTE;CI36033;GO;M;1994;2012001.0;31;L;8.0
4x4-SUV;MI05042;GO;M;1994;1996.0;31;O;11.0
BERLINE;DC02016;ES;M;6072009;1092010.0;30;D;6.0
BERLINE;FO12092;GO;M;1992;1993.0;30;M;7.0
MONOSPACE;CH04056;ES;M;1999;15022001.0;33;O;11.0
FOURGONNETTE;CI71043;GO;M;10092018;;32;L;5.0
BERLINE;FI09060;GO;M;1993;1995.0;28;H;7.0
FOURGONNETTE;FO15127;ES;M;1986;1986.0;27;E;9.0
BERLINE;VO38100;GO;M;14042010;2012013.0;33;L;8.0
BERLINE;BM69069;GO;M;1032012;1032015.0;37;P;12.0
BERLINE;VW54030;ES;A;23112017;;36;L;11.0
BREAK;OP14002;ES;M;1968;1975.0;29;A;10.0
BERLINE;CI48067;ES;M;3062013;1072014.0;27;F;4.0
MONOSPACE;RE64117;ES;M;5012009;7042010.0;34;N;11.0
MONOSPACE;CH10015;GO;M;1042002;1042002.0;33;Q;9.0
4x4-SUV;NA06021;GO;M;1994;1995.0;30;N;11.0
COUPE;PO11007;ES;M;20112008;1062013.0;39;S;18.0
CABRIOLET;NA05263;ES;M;15092006;1082008.0;31;K;7.0
BERLINE;VW02058;ES;M;1012014;20072016.0;30;J;6.0
AUTRE;BM65245;GO;A;17102015;1062018.0;37;P;13.0
BERLINE;PE35021;GO;M;15112005;15112005.0;28;I;4.0
BERLINE;RE66562;GP;M;19122005;10072006.0;32;K;6.0
BERLINE;RE66689;ES;M;11012007;11012007.0;31;H;6.0
MONOSPACE;RE58128;ES;A;15012003;15012003.0;32;L;9.0
FOURGONNETTE;SE02053;ES;M;1987;1988.0;27;C;7.0
PICK-UP;IS03012;GO;M;1012006;1102006.0;32;M;12.0
BERLINE;TO22016;ES;M;1996;1997.0;32;J;7.0
4x4-SUV;TO12019;ES;M;1982;9999.0;30;G;24.0
BREAK;PE13071;GO;M;1993;1994.0;30;K;6.0
BERLINE;VW48015;ES;M;29112011;3062013.0;27;G;3.0
BERLINE;SR01001;ES;M;1993;1993.0;31;K;11.0
FOURGONNETTE;RE56085;GO;M;19122005;4092006.0;28;I;6.0
BERLINE;BM70017;GO;M;9022012;1072015.0;35;P;8.0
FOURGONNETTE;FI39258;GO;M;1012015;;30;J;5.0
FOURGONNETTE;CI39161;GO;M;23122006;2052008.0;30;J;6.0
BERLINE;VW48089;EL;V;6112013;;26;L;2.0
4x4-SUV;LR07119;GO;M;18072006;17062010.0;32;O;10.0
BERLINE;VO06002;ES;M;1974;1977.0;29;I;11.0
MONOSPACE;HD13013;GO;A;1032006;30092006.0;32;N;8.0
4x4-SUV;LR02063;ES;A;15072003;15072003.0;33;Q;16.0
